"GEO_ID","NAME","B01003_001E","B01003_001M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total",
"1400000US19013001701","Census Tract 17.01; Black Hawk County; Iowa","1607","253",
"1400000US19013001702","Census Tract 17.02; Black Hawk County; Iowa","2257","365",
"1400000US19013001800","Census Tract 18; Black Hawk County; Iowa","1531","382",
"1400000US19013001900","Census Tract 19; Black Hawk County; Iowa","1815","362",
"1400000US19013002000","Census Tract 20; Black Hawk County; Iowa","5104","131",
"1400000US19013002200","Census Tract 22; Black Hawk County; Iowa","3836","402",
"1400000US19013002301","Census Tract 23.01; Black Hawk County; Iowa","2295","303",
"1400000US19013002303","Census Tract 23.03; Black Hawk County; Iowa","4038","321",
"1400000US19013002304","Census Tract 23.04; Black Hawk County; Iowa","2670","369",
"1400000US19013002400","Census Tract 24; Black Hawk County; Iowa","3826","373",
"1400000US19013002500","Census Tract 25; Black Hawk County; Iowa","5927","692",
"1400000US19013002601","Census Tract 26.01; Black Hawk County; Iowa","5974","723",
"1400000US19013002604","Census Tract 26.04; Black Hawk County; Iowa","4284","411",
"1400000US19013002605","Census Tract 26.05; Black Hawk County; Iowa","6337","794",
"1400000US19013002606","Census Tract 26.06; Black Hawk County; Iowa","5411","642",
"1400000US19013002700","Census Tract 27; Black Hawk County; Iowa","3591","284",
"1400000US19013002800","Census Tract 28; Black Hawk County; Iowa","2708","241",
"1400000US19013002901","Census Tract 29.01; Black Hawk County; Iowa","1221","165",
"1400000US19013002902","Census Tract 29.02; Black Hawk County; Iowa","3580","363",
"1400000US19013003001","Census Tract 30.01; Black Hawk County; Iowa","5588","776",
"1400000US19013003002","Census Tract 30.02; Black Hawk County; Iowa","4201","405",
"1400000US19015020100","Census Tract 201; Boone County; Iowa","3232","275",
"1400000US19015020200","Census Tract 202; Boone County; Iowa","3764","404",
"1400000US19015020300","Census Tract 203; Boone County; Iowa","5927","446",
"1400000US19015020400","Census Tract 204; Boone County; Iowa","2635","345",
"1400000US19015020500","Census Tract 205; Boone County; Iowa","5442","427",
"1400000US19015020600","Census Tract 206; Boone County; Iowa","2034","184",
"1400000US19015020700","Census Tract 207; Boone County; Iowa","3634","254",
"1400000US19017004000","Census Tract 40; Bremer County; Iowa","2353","193",
"1400000US19017004100","Census Tract 41; Bremer County; Iowa","3624","281",
"1400000US19017004200","Census Tract 42; Bremer County; Iowa","4691","275",
"1400000US19017004300","Census Tract 43; Bremer County; Iowa","1852","193",
"1400000US19017004400","Census Tract 44; Bremer County; Iowa","2784","256",
"1400000US19017004500","Census Tract 45; Bremer County; Iowa","2525","211",
"1400000US19017004600","Census Tract 46; Bremer County; Iowa","5245","324",
"1400000US19017004700","Census Tract 47; Bremer County; Iowa","2130","206",
"1400000US19019950100","Census Tract 9501; Buchanan County; Iowa","2528","213",
"1400000US19019950200","Census Tract 9502; Buchanan County; Iowa","3763","337",
"1400000US19019950300","Census Tract 9503; Buchanan County; Iowa","3164","289",
"1400000US19019950400","Census Tract 9504; Buchanan County; Iowa","2807","256",
"1400000US19019950500","Census Tract 9505; Buchanan County; Iowa","3823","256",
"1400000US19019950600","Census Tract 9506; Buchanan County; Iowa","4609","371",
"1400000US19021960100","Census Tract 9601; Buena Vista County; Iowa","1320","143",
"1400000US19021960200","Census Tract 9602; Buena Vista County; Iowa","1653","157",
"1400000US19021960300","Census Tract 9603; Buena Vista County; Iowa","1865","209",
"1400000US19021960400","Census Tract 9604; Buena Vista County; Iowa","6315","466",
"1400000US19021960500","Census Tract 9605; Buena Vista County; Iowa","5736","456",
"1400000US19021960600","Census Tract 9606; Buena Vista County; Iowa","3864","260",
"1400000US19023070100","Census Tract 701; Butler County; Iowa","2912","267",
"1400000US19023070200","Census Tract 702; Butler County; Iowa","1819","162",
"1400000US19023070300","Census Tract 703; Butler County; Iowa","2834","187",
"1400000US19023070400","Census Tract 704; Butler County; Iowa","3572","264",
"1400000US19023070500","Census Tract 705; Butler County; Iowa","3131","223",
"1400000US19025950100","Census Tract 9501; Calhoun County; Iowa","2451","215",
"1400000US19025950200","Census Tract 9502; Calhoun County; Iowa","2862","205",
"1400000US19025950300","Census Tract 9503; Calhoun County; Iowa","2224","144",
"1400000US19025950400","Census Tract 9504; Calhoun County; Iowa","2266","178",
"1400000US19027960100","Census Tract 9601; Carroll County; Iowa","3581","186",
"1400000US19027960200","Census Tract 9602; Carroll County; Iowa","2554","209",
"1400000US19027960300","Census Tract 9603; Carroll County; Iowa","6389","545",
"1400000US19027960400","Census Tract 9604; Carroll County; Iowa","3876","545",
"1400000US19027960500","Census Tract 9605; Carroll County; Iowa","1935","181",
"1400000US19027960600","Census Tract 9606; Carroll County; Iowa","2259","178",
"1400000US19029190100","Census Tract 1901; Cass County; Iowa","2376","189",
"1400000US19029190200","Census Tract 1902; Cass County; Iowa","2195","197",
"1400000US19029190300","Census Tract 1903; Cass County; Iowa","1582","167",
"1400000US19029190400","Census Tract 1904; Cass County; Iowa","4235","298",
"1400000US19029190500","Census Tract 1905; Cass County; Iowa","2708","299",
"1400000US19031450100","Census Tract 4501; Cedar County; Iowa","2769","240",
"1400000US19031450200","Census Tract 4502; Cedar County; Iowa","3498","296",
"1400000US19031450300","Census Tract 4503; Cedar County; Iowa","3464","179",
"1400000US19031450400","Census Tract 4504; Cedar County; Iowa","2869","205",
"1400000US19031450500","Census Tract 4505; Cedar County; Iowa","5749","336",
"1400000US19033950102","Census Tract 9501.02; Cerro Gordo County; Iowa","4115","535",
"1400000US19033950201","Census Tract 9502.01; Cerro Gordo County; Iowa","2417","325",
"1400000US19033950202","Census Tract 9502.02; Cerro Gordo County; Iowa","4195","482",
"1400000US19033950300","Census Tract 9503; Cerro Gordo County; Iowa","4103","534",
"1400000US19033950402","Census Tract 9504.02; Cerro Gordo County; Iowa","4121","494",
"1400000US19033950600","Census Tract 9506; Cerro Gordo County; Iowa","2248","252",
"1400000US19033950700","Census Tract 9507; Cerro Gordo County; Iowa","3796","292",
"1400000US19033950800","Census Tract 9508; Cerro Gordo County; Iowa","4792","319",
"1400000US19033950900","Census Tract 9509; Cerro Gordo County; Iowa","1796","263",
"1400000US19033951000","Census Tract 9510; Cerro Gordo County; Iowa","2617","254",
"1400000US19033951400","Census Tract 9514; Cerro Gordo County; Iowa","4115","441",
"1400000US19033951600","Census Tract 9516; Cerro Gordo County; Iowa","4317","643",
"1400000US19035080101","Census Tract 801.01; Cherokee County; Iowa","3324","288",
"1400000US19035080102","Census Tract 801.02; Cherokee County; Iowa","2165","302",
"1400000US19035080200","Census Tract 802; Cherokee County; Iowa","2446","243",
"1400000US19035080300","Census Tract 803; Cherokee County; Iowa","1601","156",
"1400000US19035080400","Census Tract 804; Cherokee County; Iowa","2064","187",
"1400000US19037070100","Census Tract 701; Chickasaw County; Iowa","3021","318",
"1400000US19037070200","Census Tract 702; Chickasaw County; Iowa","2301","248",
"1400000US19037070300","Census Tract 703; Chickasaw County; Iowa","2609","216",
"1400000US19037070400","Census Tract 704; Chickasaw County; Iowa","3876","347",
"1400000US19039960100","Census Tract 9601; Clarke County; Iowa","5532","126",
"1400000US19039960200","Census Tract 9602; Clarke County; Iowa","1967","217",
"1400000US19039960300","Census Tract 9603; Clarke County; Iowa","2163","217",
"1400000US19041080100","Census Tract 801; Clay County; Iowa","1990","167",
"1400000US19041080200","Census Tract 802; Clay County; Iowa","4922","352",
"1400000US19041080301","Census Tract 803.01; Clay County; Iowa","4040","351",
"1400000US19041080302","Census Tract 803.02; Clay County; Iowa","2500","359",
"1400000US19041080400","Census Tract 804; Clay County; Iowa","3009","175",
"1400000US19043070100","Census Tract 701; Clayton County; Iowa","2804","239",
"1400000US19043070200","Census Tract 702; Clayton County; Iowa","3316","309",
"1400000US19043070300","Census Tract 703; Clayton County; Iowa","3286","264",
"1400000US19043070400","Census Tract 704; Clayton County; Iowa","2429","263",
"1400000US19043070500","Census Tract 705; Clayton County; Iowa","2162","254",
"1400000US19043070600","Census Tract 706; Clayton County; Iowa","3016","335",
"1400000US19045000100","Census Tract 1; Clinton County; Iowa","2761","354",
"1400000US19045000200","Census Tract 2; Clinton County; Iowa","1441","275",
"1400000US19045000300","Census Tract 3; Clinton County; Iowa","4068","517",
"1400000US19045000400","Census Tract 4; Clinton County; Iowa","3805","341",
"1400000US19045000500","Census Tract 5; Clinton County; Iowa","4937","437",
"1400000US19045000600","Census Tract 6; Clinton County; Iowa","3308","395",
"1400000US19045000700","Census Tract 7; Clinton County; Iowa","3961","404",
"1400000US19045000800","Census Tract 8; Clinton County; Iowa","5211","214",
"1400000US19045000900","Census Tract 9; Clinton County; Iowa","6298","291",
"1400000US19045001000","Census Tract 10; Clinton County; Iowa","3894","397",
"1400000US19045001100","Census Tract 11; Clinton County; Iowa","2313","241",
"1400000US19045001200","Census Tract 12; Clinton County; Iowa","4271","337",
"1400000US19047070100","Census Tract 701; Crawford County; Iowa","1784","207",
"1400000US19047070200","Census Tract 702; Crawford County; Iowa","1910","177",
"1400000US19047070300","Census Tract 703; Crawford County; Iowa","2114","228",
"1400000US19047070401","Census Tract 704.01; Crawford County; Iowa","3022","525",
"1400000US19047070402","Census Tract 704.02; Crawford County; Iowa","5684","510",
"1400000US19047070500","Census Tract 705; Crawford County; Iowa","1763","198",
"1400000US19049050100","Census Tract 501; Dallas County; Iowa","8233","611",
"1400000US19049050200","Census Tract 502; Dallas County; Iowa","3953","331",
"1400000US19049050300","Census Tract 503; Dallas County; Iowa","4523","377",
"1400000US19049050400","Census Tract 504; Dallas County; Iowa","3491","362",
"1400000US19049050500","Census Tract 505; Dallas County; Iowa","2131","256",
"1400000US19049050600","Census Tract 506; Dallas County; Iowa","3343","274",
"1400000US19049050700","Census Tract 507; Dallas County; Iowa","7077","267",
"1400000US19049050803","Census Tract 508.03; Dallas County; Iowa","14390","922",
"1400000US19049050805","Census Tract 508.05; Dallas County; Iowa","6144","693",
"1400000US19049050807","Census Tract 508.07; Dallas County; Iowa","8693","707",
"1400000US19049050812","Census Tract 508.12; Dallas County; Iowa","5305","459",
"1400000US19049050813","Census Tract 508.13; Dallas County; Iowa","1751","432",
"1400000US19049050814","Census Tract 508.14; Dallas County; Iowa","5524","605",
"1400000US19049050815","Census Tract 508.15; Dallas County; Iowa","4180","651",
"1400000US19049050816","Census Tract 508.16; Dallas County; Iowa","5481","671",
"1400000US19049050817","Census Tract 508.17; Dallas County; Iowa","8021","856",
"1400000US19049050818","Census Tract 508.18; Dallas County; Iowa","3805","512",
"1400000US19049050901","Census Tract 509.01; Dallas County; Iowa","3702","364",
"1400000US19049050902","Census Tract 509.02; Dallas County; Iowa","8221","685",
"1400000US19051080100","Census Tract 801; Davis County; Iowa","4247","387",
"1400000US19051080200","Census Tract 802; Davis County; Iowa","4910","387",
"1400000US19053960100","Census Tract 9601; Decatur County; Iowa","2220","184",
"1400000US19053960200","Census Tract 9602; Decatur County; Iowa","3540","230",
"1400000US19053960300","Census Tract 9603; Decatur County; Iowa","1999","240",
"1400000US19055950100","Census Tract 9501; Delaware County; Iowa","3820","297",
"1400000US19055950200","Census Tract 9502; Delaware County; Iowa","3104","294",
"1400000US19055950300","Census Tract 9503; Delaware County; Iowa","5532","354",
"1400000US19055950400","Census Tract 9504; Delaware County; Iowa","5102","335",
"1400000US19057000200","Census Tract 2; Des Moines County; Iowa","2839","423",
"1400000US19057000300","Census Tract 3; Des Moines County; Iowa","3618","406",
"1400000US19057000400","Census Tract 4; Des Moines County; Iowa","3464","429",
"1400000US19057000500","Census Tract 5; Des Moines County; Iowa","4463","428",
"1400000US19057000600","Census Tract 6; Des Moines County; Iowa","3461","425",
"1400000US19057000700","Census Tract 7; Des Moines County; Iowa","3209","334",
"1400000US19057000800","Census Tract 8; Des Moines County; Iowa","3493","154",
"1400000US19057000900","Census Tract 9; Des Moines County; Iowa","3351","381",
"1400000US19057001000","Census Tract 10; Des Moines County; Iowa","4643","353",
"1400000US19057001100","Census Tract 11; Des Moines County; Iowa","3376","356",
"1400000US19057001200","Census Tract 12; Des Moines County; Iowa","2570","306",
"1400000US19059450200","Census Tract 4502; Dickinson County; Iowa","2338","215",
"1400000US19059450501","Census Tract 4505.01; Dickinson County; Iowa","2537","320",
"1400000US19059450502","Census Tract 4505.02; Dickinson County; Iowa","3018","336",
"1400000US19059450800","Census Tract 4508; Dickinson County; Iowa","3724","280",
"1400000US19059451000","Census Tract 4510; Dickinson County; Iowa","2381","265",
"1400000US19059451100","Census Tract 4511; Dickinson County; Iowa","3992","280",
"1400000US19061000100","Census Tract 1; Dubuque County; Iowa","2314","339",
"1400000US19061000300","Census Tract 3; Dubuque County; Iowa","1791","325",
"1400000US19061000400","Census Tract 4; Dubuque County; Iowa","3716","315",
"1400000US19061000500","Census Tract 5; Dubuque County; Iowa","4025","787",
"1400000US19061000600","Census Tract 6; Dubuque County; Iowa","3442","382",
"1400000US19061000701","Census Tract 7.01; Dubuque County; Iowa","3582","925",
"1400000US19061000702","Census Tract 7.02; Dubuque County; Iowa","3347","541",
"1400000US19061000801","Census Tract 8.01; Dubuque County; Iowa","4034","384",
"1400000US19061000802","Census Tract 8.02; Dubuque County; Iowa","3311","409",
"1400000US19061000900","Census Tract 9; Dubuque County; Iowa","3850","396",
"1400000US19061001101","Census Tract 11.01; Dubuque County; Iowa","3150","311",
"1400000US19061001103","Census Tract 11.03; Dubuque County; Iowa","2596","778",
"1400000US19061001104","Census Tract 11.04; Dubuque County; Iowa","4441","513",
"1400000US19061001201","Census Tract 12.01; Dubuque County; Iowa","3606","301",
"1400000US19061001202","Census Tract 12.02; Dubuque County; Iowa","2214","477",
"1400000US19061001204","Census Tract 12.04; Dubuque County; Iowa","2818","328",
"1400000US19061001205","Census Tract 12.05; Dubuque County; Iowa","4301","535",
"1400000US19061010101","Census Tract 101.01; Dubuque County; Iowa","2199","289",
"1400000US19061010103","Census Tract 101.03; Dubuque County; Iowa","3632","475",
"1400000US19061010104","Census Tract 101.04; Dubuque County; Iowa","5927","605",
"1400000US19061010105","Census Tract 101.05; Dubuque County; Iowa","4118","489",
"1400000US19061010201","Census Tract 102.01; Dubuque County; Iowa","6699","517",
"1400000US19061010202","Census Tract 102.02; Dubuque County; Iowa","4763","426",
"1400000US19061010300","Census Tract 103; Dubuque County; Iowa","3399","310",
"1400000US19061010400","Census Tract 104; Dubuque County; Iowa","3960","382",
"1400000US19061010500","Census Tract 105; Dubuque County; Iowa","4587","203",
"1400000US19061010600","Census Tract 106; Dubuque County; Iowa","3208","290",
"1400000US19063070100","Census Tract 701; Emmet County; Iowa","1573","127",
"1400000US19063070200","Census Tract 702; Emmet County; Iowa","1584","126",
"1400000US19063070300","Census Tract 703; Emmet County; Iowa","3170","255",
"1400000US19063070400","Census Tract 704; Emmet County; Iowa","2935","244",
"1400000US19065080100","Census Tract 801; Fayette County; Iowa","2633","257",
"1400000US19065080200","Census Tract 802; Fayette County; Iowa","3397","237",
"1400000US19065080300","Census Tract 803; Fayette County; Iowa","2303","185",
"1400000US19065080400","Census Tract 804; Fayette County; Iowa","2845","249",
"1400000US19065080500","Census Tract 805; Fayette County; Iowa","3205","267",
"1400000US19065080600","Census Tract 806; Fayette County; Iowa","2281","136",
"1400000US19065080700","Census Tract 807; Fayette County; Iowa","2624","251",
"1400000US19067480100","Census Tract 4801; Floyd County; Iowa","2439","252",
"1400000US19067480200","Census Tract 4802; Floyd County; Iowa","2724","214",
"1400000US19067480300","Census Tract 4803; Floyd County; Iowa","2422","186",
"1400000US19067480400","Census Tract 4804; Floyd County; Iowa","3096","254",
"1400000US19067480500","Census Tract 4805; Floyd County; Iowa","4647","325",
"1400000US19069360100","Census Tract 3601; Franklin County; Iowa","2969","209",
"1400000US19069360200","Census Tract 3602; Franklin County; Iowa","4465","85",
"1400000US19069360300","Census Tract 3603; Franklin County; Iowa","2522","207",
"1400000US19071970100","Census Tract 9701; Fremont County; Iowa","1910","202",
"1400000US19071970200","Census Tract 9702; Fremont County; Iowa","2548","205",
"1400000US19071970300","Census Tract 9703; Fremont County; Iowa","2056","195",
"1400000US19073080100","Census Tract 801; Greene County; Iowa","1672","186",
"1400000US19073080200","Census Tract 802; Greene County; Iowa","2356","215",
"1400000US19073080300","Census Tract 803; Greene County; Iowa","2894","233",
"1400000US19073080500","Census Tract 805; Greene County; Iowa","1766","171",
"1400000US19075960100","Census Tract 9601; Grundy County; Iowa","4514","209",
"1400000US19075960200","Census Tract 9602; Grundy County; Iowa","2774","213",
"1400000US19075960300","Census Tract 9603; Grundy County; Iowa","3092","132",
"1400000US19075960400","Census Tract 9604; Grundy County; Iowa","2004","147",
"1400000US19077950100","Census Tract 9501; Guthrie County; Iowa","4040","272",
"1400000US19077950200","Census Tract 9502; Guthrie County; Iowa","2123","216",
"1400000US19077950300","Census Tract 9503; Guthrie County; Iowa","4525","250",
"1400000US19079960100","Census Tract 9601; Hamilton County; Iowa","1622","183",
"1400000US19079960200","Census Tract 9602; Hamilton County; Iowa","3259","209",
"1400000US19079960300","Census Tract 9603; Hamilton County; Iowa","3416","321",
"1400000US19079960400","Census Tract 9604; Hamilton County; Iowa","4600","323",
"1400000US19079960500","Census Tract 9605; Hamilton County; Iowa","1989","159",
"1400000US19081270100","Census Tract 2701; Hancock County; Iowa","3817","205",
"1400000US19081270200","Census Tract 2702; Hancock County; Iowa","2409","225",
"1400000US19081270300","Census Tract 2703; Hancock County; Iowa","2417","211",
"1400000US19081270400","Census Tract 2704; Hancock County; Iowa","2028","210",
"1400000US19083480100","Census Tract 4801; Hardin County; Iowa","2578","178",
"1400000US19083480200","Census Tract 4802; Hardin County; Iowa","2128","256",
"1400000US19083480300","Census Tract 4803; Hardin County; Iowa","3498","250",
"1400000US19083480400","Census Tract 4804; Hardin County; Iowa","2857","233",
"1400000US19083480500","Census Tract 4805; Hardin County; Iowa","2816","246",
"1400000US19083480600","Census Tract 4806; Hardin County; Iowa","2762","113",
"1400000US19085290100","Census Tract 2901; Harrison County; Iowa","2526","186",
"1400000US19085290200","Census Tract 2902; Harrison County; Iowa","3581","266",
"1400000US19085290300","Census Tract 2903; Harrison County; Iowa","2667","257",
"1400000US19085290400","Census Tract 2904; Harrison County; Iowa","3223","254",
"1400000US19085290500","Census Tract 2905; Harrison County; Iowa","2635","291",
"1400000US19087970100","Census Tract 9701; Henry County; Iowa","3536","278",
"1400000US19087970200","Census Tract 9702; Henry County; Iowa","2873","242",
"1400000US19087970300","Census Tract 9703; Henry County; Iowa","4388","414",
"1400000US19087970400","Census Tract 9704; Henry County; Iowa","5366","398",
"1400000US19087970500","Census Tract 9705; Henry County; Iowa","3841","271",
"1400000US19089960100","Census Tract 9601; Howard County; Iowa","4010","65",
"1400000US19089960200","Census Tract 9602; Howard County; Iowa","2628","205",
"1400000US19089960300","Census Tract 9603; Howard County; Iowa","2807","207",
"1400000US19091970100","Census Tract 9701; Humboldt County; Iowa","1936","174",
"1400000US19091970200","Census Tract 9702; Humboldt County; Iowa","1820","143",
"1400000US19091970300","Census Tract 9703; Humboldt County; Iowa","2962","218",
"1400000US19091970400","Census Tract 9704; Humboldt County; Iowa","2873","209",
"1400000US19093090100","Census Tract 901; Ida County; Iowa","2585","187",
"1400000US19093090200","Census Tract 902; Ida County; Iowa","2179","174",
"1400000US19093090300","Census Tract 903; Ida County; Iowa","2147","206",
"1400000US19095960100","Census Tract 9601; Iowa County; Iowa","4017","332",
"1400000US19095960200","Census Tract 9602; Iowa County; Iowa","4243","323",
"1400000US19095960300","Census Tract 9603; Iowa County; Iowa","3267","350",
"1400000US19095960400","Census Tract 9604; Iowa County; Iowa","4980","360",
"1400000US19097950100","Census Tract 9501; Jackson County; Iowa","2505","274",
"1400000US19097950200","Census Tract 9502; Jackson County; Iowa","3376","282",
"1400000US19097950300","Census Tract 9503; Jackson County; Iowa","3209","272",
"1400000US19097950400","Census Tract 9504; Jackson County; Iowa","4033","311",
"1400000US19097950500","Census Tract 9505; Jackson County; Iowa","3903","308",
"1400000US19097950600","Census Tract 9506; Jackson County; Iowa","2364","301",
"1400000US19099040100","Census Tract 401; Jasper County; Iowa","3797","380",
"1400000US19099040200","Census Tract 402; Jasper County; Iowa","4110","287",
"1400000US19099040300","Census Tract 403; Jasper County; Iowa","2708","280",
"1400000US19099040400","Census Tract 404; Jasper County; Iowa","5742","554",
"1400000US19099040500","Census Tract 405; Jasper County; Iowa","4623","559",
"1400000US19099040600","Census Tract 406; Jasper County; Iowa","3246","440",
"1400000US19099040700","Census Tract 407; Jasper County; Iowa","5223","369",
"1400000US19099040800","Census Tract 408; Jasper County; Iowa","4064","330",
"1400000US19099040900","Census Tract 409; Jasper County; Iowa","3111","220",
"1400000US19099980000","Census Tract 9800; Jasper County; Iowa","1330","113",
"1400000US19101090100","Census Tract 901; Jefferson County; Iowa","2748","331",
"1400000US19101090200","Census Tract 902; Jefferson County; Iowa","3127","297",
"1400000US19101090301","Census Tract 903.01; Jefferson County; Iowa","2084","400",
"1400000US19101090302","Census Tract 903.02; Jefferson County; Iowa","2498","370",
"1400000US19101090400","Census Tract 904; Jefferson County; Iowa","5248","492",
"1400000US19103000100","Census Tract 1; Johnson County; Iowa","6929","737",
"1400000US19103000200","Census Tract 2; Johnson County; Iowa","4175","572",
"1400000US19103000303","Census Tract 3.03; Johnson County; Iowa","2777","328",
"1400000US19103000304","Census Tract 3.04; Johnson County; Iowa","3006","559",
"1400000US19103000305","Census Tract 3.05; Johnson County; Iowa","4232","564",
"1400000US19103000306","Census Tract 3.06; Johnson County; Iowa","4160","832",
"1400000US19103000307","Census Tract 3.07; Johnson County; Iowa","2864","442",
"1400000US19103000401","Census Tract 4.01; Johnson County; Iowa","3133","600",
"1400000US19103000402","Census Tract 4.02; Johnson County; Iowa","4990","488",
"1400000US19103000501","Census Tract 5.01; Johnson County; Iowa","4903","635",
"1400000US19103000502","Census Tract 5.02; Johnson County; Iowa","3058","398",
"1400000US19103000600","Census Tract 6; Johnson County; Iowa","3006","448",
"1400000US19103001100","Census Tract 11; Johnson County; Iowa","4856","730",
"1400000US19103001200","Census Tract 12; Johnson County; Iowa","2157","214",
"1400000US19103001300","Census Tract 13; Johnson County; Iowa","3449","319",
"1400000US19103001400","Census Tract 14; Johnson County; Iowa","4322","609",
"1400000US19103001500","Census Tract 15; Johnson County; Iowa","2364","288",
"1400000US19103001601","Census Tract 16.01; Johnson County; Iowa","4007","787",
"1400000US19103001602","Census Tract 16.02; Johnson County; Iowa","3531","606",
"1400000US19103001700","Census Tract 17; Johnson County; Iowa","3656","532",
"1400000US19103001801","Census Tract 18.01; Johnson County; Iowa","5468","562",
"1400000US19103001802","Census Tract 18.02; Johnson County; Iowa","4580","576",
"1400000US19103002100","Census Tract 21; Johnson County; Iowa","4975","382",
"1400000US19103002300","Census Tract 23; Johnson County; Iowa","4155","329",
"1400000US19103010100","Census Tract 101; Johnson County; Iowa","7891","505",
"1400000US19103010200","Census Tract 102; Johnson County; Iowa","5008","372",
"1400000US19103010303","Census Tract 103.03; Johnson County; Iowa","8913","641",
"1400000US19103010304","Census Tract 103.04; Johnson County; Iowa","7132","1045",
"1400000US19103010305","Census Tract 103.05; Johnson County; Iowa","5772","825",
"1400000US19103010306","Census Tract 103.06; Johnson County; Iowa","2850","333",
"1400000US19103010307","Census Tract 103.07; Johnson County; Iowa","3693","528",
"1400000US19103010308","Census Tract 103.08; Johnson County; Iowa","5457","488",
"1400000US19103010401","Census Tract 104.01; Johnson County; Iowa","3538","467",
"1400000US19103010402","Census Tract 104.02; Johnson County; Iowa","3387","427",
"1400000US19103010501","Census Tract 105.01; Johnson County; Iowa","5710","749",
"1400000US19103010502","Census Tract 105.02; Johnson County; Iowa","2535","246",
"1400000US19105070100","Census Tract 701; Jones County; Iowa","3837","330",
"1400000US19105070301","Census Tract 703.01; Jones County; Iowa","1868","255",
"1400000US19105070302","Census Tract 703.02; Jones County; Iowa","2765","252",
"1400000US19105070401","Census Tract 704.01; Jones County; Iowa","2619","270",
"1400000US19105070402","Census Tract 704.02; Jones County; Iowa","2860","314",
"1400000US19105070500","Census Tract 705; Jones County; Iowa","2532","307",
"1400000US19105070600","Census Tract 706; Jones County; Iowa","4415","192",
"1400000US19107080100","Census Tract 801; Keokuk County; Iowa","2303","221",
"1400000US19107080200","Census Tract 802; Keokuk County; Iowa","2527","192",
"1400000US19107080300","Census Tract 803; Keokuk County; Iowa","2507","221",
"1400000US19107080400","Census Tract 804; Keokuk County; Iowa","2587","247",
"1400000US19109950100","Census Tract 9501; Kossuth County; Iowa","1907","178",
